judge,noise_level,metric,fpr,fpr_ci_lower,fpr_ci_upper,clean_mean,poisoned_mean,mannwhitney_p,effect_size_rbc
deepseek-v3,0.2,faithfulness,0.72,0.63,0.81,0.7870000000000001,0.7020000000000002,0.13731780202343064,-0.10860000000000003
deepseek-v3,0.3,faithfulness,0.6,0.5,0.69,0.789,0.585,0.0004582689871406763,-0.26170000000000004
deepseek-v3,0.4,faithfulness,0.56,0.46,0.66,0.7870000000000001,0.542,0.00029403025782956345,-0.2709999999999999
deepseek-v3,0.5,faithfulness,0.53,0.43,0.63,0.7880000000000001,0.5109999999999999,1.3315076378669572e-05,-0.32830000000000004
deepseek-v3,0.6,faithfulness,0.48,0.38975000000000026,0.57,0.785,0.467,2.203757291002933e-06,-0.3580000000000001
deepseek-v3,0.7,faithfulness,0.39,0.29975000000000024,0.49,0.7900000000000001,0.37199999999999994,2.40914464628369e-11,-0.5056
deepseek-v3,0.8,faithfulness,0.26,0.18,0.35,0.7920000000000001,0.25,9.257040231791226e-15,-0.5815999999999999
gemma-4-26b,0.1,answer_relevance,0.89,0.82,0.95,0.9579999999999999,0.9225,0.252330320039423,-0.052000000000000046
gemma-4-26b,0.2,answer_relevance,0.87,0.8,0.93,0.9579999999999999,0.9079999999999999,0.08416749090273673,-0.0827
gemma-4-26b,0.3,answer_relevance,0.81,0.73,0.88,0.958,0.8639999999999999,0.005092392023245124,-0.14640000000000009
gemma-4-26b,0.4,answer_relevance,0.8,0.72,0.88,0.958,0.836,0.0018426092139163352,-0.16690000000000005
gemma-4-26b,0.5,answer_relevance,0.7676767676767676,0.6767676767676768,0.8484848484848485,0.958,0.8212121212121212,0.0007896084510312333,-0.18282828282828278
gemma-4-26b,0.6,answer_relevance,0.75,0.66,0.84,0.9580000000000001,0.7980000000000002,3.628944201086683e-05,-0.23849999999999993
gemma-4-26b,0.7,answer_relevance,0.72,0.63,0.8,0.958,0.792,1.6985987961998236e-05,-0.2506999999999999
gemma-4-26b,0.8,answer_relevance,0.68,0.58,0.77,0.9580000000000001,0.752,1.2524434376280755e-06,-0.2925
gemma-4-26b,0.1,context_relevance,0.89,0.83,0.95,0.9079999999999999,0.8775000000000002,0.11758160892856516,-0.10210000000000008
gemma-4-26b,0.2,context_relevance,0.85,0.78,0.92,0.9080000000000001,0.8284999999999999,0.0003778069553367508,-0.2508999999999999
gemma-4-26b,0.3,context_relevance,0.64,0.55,0.73,0.9080000000000001,0.7085000000000001,1.5420311524818827e-08,-0.4162999999999999
gemma-4-26b,0.4,context_relevance,0.64,0.54,0.73,0.907,0.6995000000000001,8.339584636960548e-09,-0.4254
gemma-4-26b,0.5,context_relevance,0.5858585858585859,0.494949494949495,0.6767676767676768,0.9080000000000001,0.6545454545454547,1.927869064182107e-11,-0.5055555555555555
gemma-4-26b,0.6,context_relevance,0.43,0.34,0.52,0.9070000000000001,0.5835,1.3274735309470528e-14,-0.5862
gemma-4-26b,0.7,context_relevance,0.28,0.2,0.37,0.9079999999999999,0.48400000000000004,9.264620727264726e-20,-0.7036
gemma-4-26b,0.8,context_relevance,0.2,0.12,0.2802499999999998,0.9080000000000001,0.37499999999999994,1.2193624562212033e-24,-0.8007
gemma-4-26b,0.1,faithfulness,0.87,0.8,0.93,0.9570000000000001,0.8615,0.018144874184699684,-0.12959999999999994
gemma-4-26b,0.2,faithfulness,0.78,0.69,0.86,0.9569999999999999,0.796,0.00019263919153526007,-0.22310000000000008
gemma-4-26b,0.3,faithfulness,0.61,0.52,0.7,0.9570000000000001,0.666,2.828004166198991e-08,-0.3615999999999999
gemma-4-26b,0.4,faithfulness,0.57,0.46,0.66,0.9570000000000001,0.601,2.1604197621707687e-10,-0.42690000000000006
gemma-4-26b,0.5,faithfulness,0.5151515151515151,0.41414141414141414,0.6161616161616161,0.9570000000000001,0.5666666666666667,1.1470375425581563e-13,-0.522929292929293
gemma-4-26b,0.6,faithfulness,0.45,0.35,0.55,0.956,0.5015,8.322454102712195e-16,-0.5746
gemma-4-26b,0.7,faithfulness,0.37,0.27,0.47,0.9570000000000001,0.41,1.918543187644552e-19,-0.6557999999999999
gemma-4-26b,0.8,faithfulness,0.23,0.15,0.32,0.9569999999999999,0.284,3.15273371269294e-25,-0.7705
gpt-5.4-nano,0.1,answer_relevance,0.84,0.7697500000000003,0.91,0.8745,0.8166000000000001,0.1384256592028462,-0.1036999999999999
gpt-5.4-nano,0.2,answer_relevance,0.78,0.6997500000000002,0.86,0.8578000000000001,0.7793000000000001,0.15600724860682938,-0.10200000000000009
gpt-5.4-nano,0.3,answer_relevance,0.73,0.64,0.81,0.8711,0.7054,0.004040055464845201,-0.20999999999999996
gpt-5.4-nano,0.4,answer_relevance,0.71,0.62,0.8,0.8826,0.7069000000000001,0.0030443822730038396,-0.22049999999999992
gpt-5.4-nano,0.5,answer_relevance,0.74,0.65,0.8202499999999997,0.8578999999999999,0.7295,0.06170171994151954,-0.13779999999999992
gpt-5.4-nano,0.6,answer_relevance,0.66,0.57,0.75,0.8639,0.6563,0.0002616885183317411,-0.27259999999999995
gpt-5.4-nano,0.7,answer_relevance,0.63,0.53,0.72,0.8973,0.6166,1.9899608590333214e-07,-0.383
gpt-5.4-nano,0.8,answer_relevance,0.54,0.44,0.64,0.8356000000000001,0.5418,0.0003484100076105477,-0.2712000000000001
gpt-5.4-nano,0.1,context_relevance,0.81,0.74,0.88,0.687,0.6895,0.9050560286725389,0.009800000000000031
gpt-5.4-nano,0.2,context_relevance,0.77,0.68,0.85,0.7178000000000001,0.6745,0.26666903430004485,-0.09020000000000006
gpt-5.4-nano,0.3,context_relevance,0.69,0.6,0.78,0.7122000000000002,0.6415,0.046698167458328506,-0.16169999999999995
gpt-5.4-nano,0.4,context_relevance,0.66,0.56,0.75,0.7040000000000001,0.5902000000000001,0.007138695538605094,-0.2185999999999999
gpt-5.4-nano,0.5,context_relevance,0.6,0.5097500000000003,0.7,0.732,0.5555,0.00023918241984565184,-0.2992999999999999
gpt-5.4-nano,0.6,context_relevance,0.49,0.39,0.59,0.7314999999999999,0.4795,8.69627384106351e-08,-0.4366000000000001
gpt-5.4-nano,0.7,context_relevance,0.48,0.38,0.58,0.7317,0.4397,7.99970242945095e-10,-0.5015000000000001
gpt-5.4-nano,0.8,context_relevance,0.32,0.23,0.41,0.726,0.33449999999999996,3.769459452409665e-15,-0.6411
gpt-5.4-nano,0.1,faithfulness,0.64,0.5497500000000003,0.73,0.7408,0.6175,0.05752798120552975,-0.15349999999999997
gpt-5.4-nano,0.2,faithfulness,0.7,0.61,0.7802499999999998,0.7238000000000001,0.6325000000000001,0.045003953975879675,-0.1621999999999999
gpt-5.4-nano,0.3,faithfulness,0.58,0.48,0.67,0.722,0.5365000000000001,0.0009761910365898609,-0.2668999999999999
gpt-5.4-nano,0.4,faithfulness,0.58,0.48,0.68,0.7295000000000001,0.5564,0.002869191714352252,-0.24140000000000006
gpt-5.4-nano,0.5,faithfulness,0.53,0.43,0.63,0.7295000000000001,0.515,0.006831535753345916,-0.2188000000000001
gpt-5.4-nano,0.6,faithfulness,0.43,0.33,0.52,0.7235,0.42750000000000005,5.372229234023472e-07,-0.40490000000000004
gpt-5.4-nano,0.7,faithfulness,0.42,0.32,0.5102499999999998,0.7370000000000002,0.4125000000000001,1.482780878489568e-06,-0.3882000000000001
gpt-5.4-nano,0.8,faithfulness,0.35,0.26,0.44,0.705,0.3245,1.0286317988194856e-09,-0.48839999999999995
