judge,noise_level,metric,fpr,fpr_ci_lower,fpr_ci_upper,clean_mean,poisoned_mean,mannwhitney_p,effect_size_rbc
gemma-4-26b,0.6,context_relevance,0.76,0.67,0.85,0.9080000000000001,0.7810000000000001,3.1860767147832174e-05,-0.29590000000000005
gemma-4-26b,0.7,context_relevance,0.73,0.64,0.81,0.9079999999999999,0.7795000000000001,2.7715147859241698e-05,-0.29810000000000003
gemma-4-26b,0.8,context_relevance,0.83,0.75,0.9,0.907,0.8079999999999999,0.0005904213787922496,-0.23940000000000006
gemma-4-26b,0.1,faithfulness,0.93,0.88,0.98,0.9570000000000001,0.9329999999999999,0.9069388749205891,-0.00550000000000006
gemma-4-26b,0.2,faithfulness,0.93,0.88,0.98,0.9570000000000001,0.9359999999999999,0.7854445341951334,-0.012899999999999912
gemma-4-26b,0.3,faithfulness,0.93,0.88,0.97,0.9570000000000002,0.9309999999999999,0.9155187539957083,-0.004999999999999893
gemma-4-26b,0.4,faithfulness,0.94,0.89,0.98,0.9570000000000001,0.939,0.8755460261584938,0.007199999999999984
gemma-4-26b,0.5,faithfulness,0.93,0.87,0.9702499999999997,0.9570000000000001,0.929,0.9103678261884861,-0.005300000000000082
gemma-4-26b,0.6,faithfulness,0.93,0.88,0.97,0.9570000000000001,0.9349999999999998,0.9174357438228647,0.0048000000000000265
gemma-4-26b,0.7,faithfulness,0.94,0.89,0.98,0.9570000000000001,0.934,0.9258305944073055,-0.0043999999999999595
gemma-4-26b,0.8,faithfulness,0.91,0.85,0.96,0.9570000000000001,0.9249999999999998,0.8795530989221865,-0.007100000000000106
gpt-5.4-nano,0.1,answer_relevance,0.82,0.74,0.89,0.8582000000000001,0.8053,0.537960936120663,-0.044499999999999984
gpt-5.4-nano,0.2,answer_relevance,0.81,0.73,0.88,0.8715999999999999,0.8057999999999998,0.26472447078646644,-0.07899999999999996
gpt-5.4-nano,0.3,answer_relevance,0.85,0.78,0.92,0.8629000000000001,0.8303999999999999,0.2509177124427122,-0.08319999999999994
gpt-5.4-nano,0.4,answer_relevance,0.87,0.8,0.93,0.8386000000000001,0.856,0.1939072983149317,0.0917
gpt-5.4-nano,0.5,answer_relevance,0.75,0.66,0.84,0.8665999999999999,0.7569000000000001,0.062210739024863376,-0.1358999999999999
gpt-5.4-nano,0.6,answer_relevance,0.85,0.79,0.92,0.8757,0.8345999999999999,0.9898559065306536,-0.0009999999999998899
gpt-5.4-nano,0.7,answer_relevance,0.73,0.64,0.8102499999999998,0.8416,0.7349,0.015744667676961425,-0.17959999999999998
gpt-5.4-nano,0.8,answer_relevance,0.85,0.78,0.92,0.8440000000000001,0.8357000000000001,0.2652961842524246,-0.0794999999999999
gpt-5.4-nano,0.1,context_relevance,0.74,0.64,0.82,0.7567,0.634,0.0005880393386456194,-0.27970000000000006
gpt-5.4-nano,0.2,context_relevance,0.8,0.71,0.88,0.7121999999999999,0.6459999999999999,0.0660261743166717,-0.14949999999999997
gpt-5.4-nano,0.3,context_relevance,0.79,0.7097500000000002,0.86,0.7083000000000002,0.65,0.08521339552724849,-0.1400999999999999
gpt-5.4-nano,0.4,context_relevance,0.73,0.65,0.81,0.7219999999999999,0.644,0.06995697312620133,-0.14749999999999996
gpt-5.4-nano,0.5,context_relevance,0.69,0.6,0.77,0.7247,0.6144999999999999,0.00991549241468825,-0.21009999999999995
gpt-5.4-nano,0.6,context_relevance,0.77,0.69,0.85,0.7057000000000001,0.6325000000000001,0.0059097897141583144,-0.22340000000000004
gpt-5.4-nano,0.7,context_relevance,0.7,0.61,0.7802499999999998,0.716,0.606,0.0010881800197717088,-0.2661
gpt-5.4-nano,0.8,context_relevance,0.76,0.67,0.85,0.7254999999999999,0.6567000000000001,0.14346074586467297,-0.11909999999999998
gpt-5.4-nano,0.1,faithfulness,0.71,0.61,0.8,0.7075,0.6695,0.34645871960290675,-0.07620000000000005
gpt-5.4-nano,0.2,faithfulness,0.73,0.6497500000000003,0.82,0.7155000000000001,0.6680000000000001,0.21473140097647936,-0.10070000000000001
gpt-5.4-nano,0.3,faithfulness,0.69,0.6,0.7802499999999998,0.7328,0.6700000000000002,0.33279389929648573,-0.07830000000000004
gpt-5.4-nano,0.4,faithfulness,0.72,0.63,0.8,0.7130000000000001,0.65,0.07932033212020295,-0.14250000000000007
gpt-5.4-nano,0.5,faithfulness,0.67,0.57,0.76,0.6950000000000002,0.6240000000000001,0.10583880184604984,-0.13090000000000002
gpt-5.4-nano,0.6,faithfulness,0.69,0.6097500000000002,0.78,0.7033000000000003,0.6535,0.09197637337686161,-0.13660000000000005
gpt-5.4-nano,0.7,faithfulness,0.62,0.53,0.72,0.7134999999999999,0.6118000000000001,0.03902252581638037,-0.16690000000000005
gpt-5.4-nano,0.8,faithfulness,0.72,0.63,0.8,0.693,0.672,0.8497718505661079,0.01539999999999997
